trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,Z_Score_Fare_Amount,Z_Score_Distance,New_Duration,Year_x,Month_x,Day_x,Weekday_x,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,fare_amount_log,distance_km_log,duration_min_sqrt,duration_min_restored,fare_amount_standard,distance_km_standard,duration_min_standard,fare_amount_minmax,distance_km_minmax,duration_min_minmax,is_peak_hour,surge_flag_check,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,Win_Total_Rides,Year_y,Month_y,Day_y,Weekday_y,gender_encoded,ride_frequency_group,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,zone_name_Zone_10,zone_name_Zone_2,zone_name_Zone_3,zone_name_Zone_4,zone_name_Zone_5,zone_name_Zone_6,zone_name_Zone_7,zone_name_Zone_8,zone_name_Zone_9,traffic_level,traffic_level_encoded
T00530,R0112,Zone_1,13.04,99.41,118.18,Cash,2023-03-08,0,-0.19200178967321727,1.0767654365446968,99.41,2023,3,8,2,0.0,0.0,0.0,4.780634955318833,2.641910398597665,9.970456358662826,99.0,-0.19204980812830666,1.0770347288926723,1.043228066236058,0.2498305228370477,0.5038699690402477,0.49392672242134605,False,0,Meera Nair,41,Female,Delhi,2020-11-13,311,11,3.24,311.0,2020,11,13,4,0,High,8.953,115.027,2131,0.03536977491961415,Zone_1,4921,2.43,30.9,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00531,R0267,Zone_2,5.59,46.5,122.05,UPI,2024-04-24,1,-0.14675026977581243,-0.5970516937396161,46.5,2024,4,24,2,0.0,1.0,0.0,4.812590776837065,1.8855533485144158,6.819090848492928,46.0,-0.14678697110682912,-0.5972010126599798,-0.4276542330762386,0.25802898059486484,0.21555727554179566,0.23053564317005176,False,1,Arjun Iyer,37,Other,Jaipur,2021-01-01,131,11,4.5,131.0,2021,1,1,4,2,High,9.437999999999999,136.33800000000002,2082,0.08396946564885496,Zone_2,6371,0.91,58.4,Residential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0
T00532,R0263,Zone_1,13.4,77.64,221.62,Wallet,2023-06-03,1,1.0175117033985053,1.15764787505508,77.64,2023,6,3,5,0.0,0.0,1.0,5.405466282065079,2.667228206581955,8.811356308764276,78.0,1.0177661767558408,1.1579373955985726,0.43802852633757583,0.4689644945343615,0.5178018575851394,0.3855535643170052,False,0,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,297.0,2020,12,30,2,2,High,8.718333333333332,128.9725,2084,0.0707070707070707,Zone_1,4921,2.43,30.9,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00533,R0172,Zone_7,5.89,32.82,57.12,UPI,2023-02-01,1,-0.9059702147211617,-0.5296496616476303,32.82,2023,2,1,2,0.0,1.0,0.0,4.062509838702082,1.9300710850255671,5.728874234961001,33.0,-0.9061967922449544,-0.5297821237383965,-0.8079541736279722,0.12047707821371069,0.22716718266253869,0.1624352847471127,False,1,Reyansh Reddy,31,Other,Pune,2019-12-24,168,14,3.72,168.0,2019,12,24,1,2,High,7.713636363636363,135.3281818181818,2456,0.08333333333333333,Zone_7,11070,0.64,45.2,Industrial,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0.0
T00534,R0284,Zone_8,2.17,13.05,51.16,UPI,2024-06-07,1,-0.9756598939430051,-1.3654348595882537,13.05,2024,6,7,4,0.0,1.0,0.0,3.9543159176183975,1.1537315878891892,3.6124783736376886,13.0,-0.9759039004227341,-1.3657763463660295,-1.3575543070130431,0.10785102957376493,0.08320433436532508,0.06401831939466349,False,1,Vivaan Das,28,Female,Surat,2019-07-31,135,19,4.95,135.0,2019,7,31,2,0,High,8.70142857142857,140.90428571428572,2602,0.14074074074074075,Zone_8,4516,1.93,31.0,Business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2.0
T00535,R0268,Zone_5,12.28,103.14,253.82,Wallet,2023-11-20,1,1.3940230575836314,0.9060136219116663,103.14,2023,11,20,0,0.0,0.0,1.0,5.540557413553235,2.5862591440482876,10.155786527886454,103.0,1.3943716940921664,0.906240210291328,1.1469209593835703,0.5371790526226591,0.4744582043343653,0.5124950219036241,False,0,Ishaan Kumar,34,Male,Chennai,2022-10-16,10,0,4.6,10.0,2022,10,16,6,1,Medium,8.504,145.21599999999998,1429,0.0,Zone_5,2590,1.31,43.9,Business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1.0
T00536,R0008,Zone_6,7.91,52.23,180.63,Cash,2023-10-12,0,0.5382197652603583,-0.07580931222825942,52.23,2023,10,12,3,0.0,0.0,0.0,5.201971650761352,2.187174241482718,7.227032586061862,52.0,0.5383543706808097,-0.0758282716664021,-0.2683619334153153,0.3821286331666808,0.3053405572755418,0.2590601354042214,False,1,Ishaan Ghosh,28,Female,Jaipur,2022-10-01,215,23,4.02,215.0,2022,10,1,5,0,High,6.03125,111.65875,1444,0.10697674418604651,Zone_6,14627,0.54,37.6,Mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0.0
T00537,R0183,Zone_6,15.24,150.36,141.28,Credit Card,2023-03-22,0,0.07810418180741675,1.5710470052192593,150.36,2023,3,22,2,1.0,0.0,0.0,4.957796947080254,2.787477334733532,12.262136844775466,150.0,0.07812371517818792,1.5714399143176168,2.4596229471652125,0.29876705363952205,0.5890092879256966,0.7475607327757866,False,0,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,406.0,2022,8,27,5,2,High,7.2225,106.3925,1479,0.1625615763546798,Zone_6,14627,0.54,37.6,Mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0.0
T00538,R0234,Zone_1,12.46,108.52,224.08,Credit Card,2023-09-02,0,1.046276235426313,0.9464548411668582,108.52,2023,9,2,5,1.0,0.0,0.0,5.416455894565078,2.599722324216582,10.417293314484334,109.0,1.0465379026144546,0.9466915436442783,1.2964833629046466,0.47417591729514447,0.4814241486068112,0.5392771804062126,False,0,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,183.0,2022,12,1,3,2,High,7.051111111111111,126.52777777777777,1383,0.16939890710382513,Zone_1,4921,2.43,30.9,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00539,R0172,Zone_6,6.85,45.73,120.22,UPI,2024-03-03,0,-0.16814827530869383,-0.31396315895327587,45.73,2024,3,3,6,0.0,1.0,0.0,4.797607076523139,2.060513531794317,6.762396025078685,46.0,-0.16819032814799295,-0.3140416791893299,-0.4490600045839021,0.2541521904923311,0.2643188854489164,0.22670250896057345,False,1,Reyansh Reddy,31,Other,Pune,2019-12-24,168,14,3.72,168.0,2019,12,24,1,2,High,7.713636363636363,135.3281818181818,2456,0.08333333333333333,Zone_6,14627,0.54,37.6,Mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0.0
T00540,R0023,Zone_5,5.75,56.32,70.29,Credit Card,2023-03-02,1,-0.7519747322796054,-0.5611039432905569,56.32,2023,3,2,3,1.0,0.0,0.0,4.266756065129537,1.9095425048844386,7.504665215717488,56.0,-0.7521627964896932,-0.561244271901802,-0.154661147095389,0.1483772561647318,0.22174922600619196,0.2794205495818399,False,1,Meera Iyer,24,Other,Jaipur,2019-10-09,176,32,3.21,176.0,2019,10,9,2,2,High,8.11375,149.4525,2532,0.18181818181818182,Zone_5,2590,1.31,43.9,Business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1.0
T00541,R0288,Zone_8,8.12,67.78,81.83,Cash,2023-10-21,1,-0.6170386755312715,-0.02862788976386959,67.78,2023,10,21,5,0.0,0.0,0.0,4.416790314610172,2.21046980408624,8.232860985101109,68.0,-0.6171929930716435,-0.02863504942129399,0.16392345222645796,0.17282433692059992,0.3134674922600619,0.3364695340501792,False,1,Diya Ghosh,42,Male,Ahmedabad,2021-08-30,43,5,4.56,43.0,2021,8,30,0,1,High,6.51,99.45,1841,0.11627906976744186,Zone_8,4516,1.93,31.0,Business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2.0
T00542,R0238,Zone_2,8.95,74.18,155.25,Wallet,2023-03-20,1,0.24145398360760972,0.15785106569062438,74.18,2023,3,20,0,0.0,0.0,1.0,5.051457288616511,2.2975725511705014,8.61278120005379,74.0,0.2415143697492585,0.1578905432617532,0.34184155306937436,0.3283620032200661,0.34558823529411764,0.36832935085623264,False,1,Reyansh Patel,30,Other,Pune,2019-04-22,362,56,4.91,362.0,2019,4,22,0,2,High,6.454999999999999,98.33833333333332,2702,0.15469613259668508,Zone_2,6371,0.91,58.4,Residential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0
T00543,R0005,Zone_10,3.59,22.45,59.14,Credit Card,2023-02-19,0,-0.8823505583406042,-1.0463985743528545,22.45,2023,2,19,6,1.0,0.0,0.0,4.096675177560383,1.5238800240724537,4.738143096192854,22.0,-0.8825712287350359,-1.0466602721372018,-1.09623709640001,0.12475637657825608,0.1381578947368421,0.11081242532855436,False,1,Diya Reddy,27,Male,Ahmedabad,2021-05-31,294,30,3.53,294.0,2021,5,31,0,1,High,7.322857142857143,132.35,1932,0.10204081632653061,Zone_10,2440,1.54,35.4,Industrial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1.0
T00544,R0133,Zone_3,12.21,79.45,159.69,Cash,2023-01-03,1,0.29337045604804324,0.8902864810902034,79.45,2023,1,3,1,0.0,0.0,0.0,5.079477043053662,2.580974118534234,8.913472948295743,79.0,0.29344382617700027,0.8905091362096256,0.4883459892322131,0.3377679857639183,0.471749226006192,0.39456391875746716,False,0,Diya Kumar,25,Female,Delhi,2019-07-13,155,11,4.4,155.0,2019,7,13,5,0,High,7.21,90.80777777777777,2620,0.07096774193548387,Zone_3,12971,2.11,38.0,Business,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00545,R0051,Zone_5,6.01,59.55,60.9,Credit Card,2024-08-07,1,-0.8617710557516034,-0.502688848810836,59.55,2024,8,7,2,1.0,0.0,0.0,4.12552017969055,1.9473377010464987,7.7168646482881895,60.0,-0.8619865793402554,-0.5028145681697631,-0.06486810557622978,0.1284848741632065,0.23181114551083593,0.29549980087614497,False,1,Aarav Nair,21,Male,Kolkata,2020-04-05,213,14,4.02,213.0,2020,4,5,6,1,High,5.918,110.102,2353,0.06572769953051644,Zone_5,2590,1.31,43.9,Business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1.0
T00546,R0178,Zone_4,5.88,40.04,144.17,Wallet,2024-06-27,1,0.11189666049049159,-0.5318963960506965,40.04,2024,6,27,3,0.0,0.0,1.0,4.9779054694733365,1.9286186519452522,6.32771680782255,40.0,0.111924645150299,-0.5320294200357826,-0.6072403161145573,0.3048894161511736,0.22678018575851394,0.19837714058144165,False,1,Saanvi Ghosh,27,Male,Delhi,2021-05-15,56,7,3.13,56.0,2021,5,15,5,1,High,9.037142857142857,148.64857142857142,1948,0.125,Zone_4,4038,2.46,48.2,Business,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00547,R0016,Zone_9,5.3,29.91,48.14,UPI,2023-11-08,1,-1.0109724495218584,-0.6622069914285356,29.91,2023,11,8,2,0.0,1.0,0.0,3.894673367093033,1.840549633397487,5.469003565550127,30.0,-1.0112252874524144,-0.662372605284177,-0.8888513101049856,0.1014532666723159,0.2043343653250774,0.1479490242931103,False,1,Aarav Iyer,28,Female,Delhi,2022-01-24,356,51,3.06,356.0,2022,1,24,0,0,High,8.248000000000001,137.536,1694,0.14325842696629212,Zone_9,11037,1.83,56.1,Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1.0
T00548,R0211,Zone_4,9.16,68.5,91.28,UPI,2023-08-10,0,-0.5065407781073756,0.2050324881550146,68.5,2023,8,10,3,0.0,1.0,0.0,4.524827433305553,2.318458442150336,8.276472678623424,68.0,-0.5066674608098958,0.2050837655068617,0.183939238571286,0.19284382679433945,0.3537151702786378,0.34005376344086025,False,1,Arjun Reddy,36,Female,Mumbai,2021-04-04,435,17,3.63,435.0,2021,4,4,6,0,High,6.582857142857143,92.26857142857143,1989,0.03908045977011494,Zone_4,4038,2.46,48.2,Business,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00549,R0046,Zone_2,4.54,30.89,73.67,Wallet,2024-05-28,1,-0.7124527329893655,-0.8329588060615661,30.89,2024,5,28,1,0.0,0.0,1.0,4.3130784050476105,1.7119945007591924,5.5578772926361015,31.0,-0.7126309129928988,-0.8331671238855214,-0.861607600913414,0.15553766629946614,0.17492260061919504,0.15282755874153722,False,1,Vivaan Singh,31,Female,Kolkata,2019-08-16,31,4,3.87,31.0,2019,8,16,4,0,High,10.0025,162.0525,2586,0.12903225806451613,Zone_2,6371,0.91,58.4,Residential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0
T00550,R0129,Zone_6,8.67,86.27,133.85,UPI,2023-01-05,0,-0.008774059235921476,0.09494250240477113,86.27,2023,1,5,3,0.0,1.0,0.0,4.904163049585739,2.269028309465203,9.288164511893617,86.0,-0.008776253573641394,0.09496624693494224,0.6779399654429455,0.2830268621303279,0.3347523219814242,0.42851453604141776,False,1,Vivaan Singh,35,Male,Hyderabad,2022-10-08,158,10,3.9,158.0,2022,10,8,5,1,High,8.17090909090909,137.11818181818182,1437,0.06329113924050633,Zone_6,14627,0.54,37.6,Mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0.0
T00551,R0121,Zone_9,21.83,190.53,354.27,Wallet,2023-11-27,0,2.568574782052449,3.0516449768398797,,2023,11,27,0,0.0,0.0,1.0,5.872878063773937,3.1280754605417043,13.803260484392808,191.0,2.5692171666522263,3.052408174295063,3.5763370269870784,0.749978815354631,0.8440402476780186,0.9475308641975309,False,0,Diya Iyer,29,Male,Pune,2023-07-13,378,10,4.17,378.0,2023,7,13,3,1,High,7.996363636363636,133.12545454545455,1159,0.026455026455026454,Zone_9,11037,1.83,56.1,Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1.0
T00552,R0005,Zone_2,7.73,64.25,102.14,Credit Card,2024-07-27,1,-0.37955589281388274,-0.11625053148345081,64.25,2024,7,27,5,1.0,0.0,0.0,4.636087288622813,2.166765369851511,8.0156097709407,64.0,-0.379650817385284,-0.11627960501935203,0.06579049973028693,0.21585035166511313,0.298374613003096,0.3188968538430904,False,1,Diya Reddy,27,Male,Ahmedabad,2021-05-31,294,30,3.53,294.0,2021,5,31,0,1,High,7.322857142857143,132.35,1932,0.10204081632653061,Zone_2,6371,0.91,58.4,Residential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0
T00553,R0292,Zone_7,5.83,32.17,85.19,Wallet,2024-06-23,1,-0.5777505342249973,-0.5431300680660274,32.17,2024,6,23,6,0.0,0.0,1.0,4.456554161659308,1.9213246735826988,5.671860364994893,32.0,-0.5778950260452443,-0.543265901522713,-0.8260239807448307,0.1799423777645962,0.2248452012383901,0.1591995221027479,False,1,Diya Patel,37,Female,Jaipur,2020-06-28,141,19,4.39,141.0,2020,6,28,6,0,High,8.817777777777778,126.43222222222224,2269,0.1347517730496454,Zone_7,11070,0.64,45.2,Industrial,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0.0
T00554,R0143,Zone_6,0.34,2.43,6.66,Wallet,2023-10-27,1,-1.4959939082671703,-1.776587255349367,2.43,2023,10,27,4,0.0,0.0,1.0,2.0360119837525,0.29266961396282,1.5588457268119895,2.0,-1.4963680470521286,-1.7770315687876879,-1.6527871555992573,0.01357935768155241,0.012383900928792572,0.01115093588211868,False,1,Meera Kumar,42,Other,Kolkata,2023-03-28,74,13,4.56,74.0,2023,3,28,1,2,High,6.13875,107.58125,1266,0.17567567567567569,Zone_6,14627,0.54,37.6,Mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0.0
T00555,R0293,Zone_3,8.25,70.59,124.79,Cash,2023-01-06,1,-0.1147117259724817,0.0005796574759910836,70.59,2023,1,6,4,0.0,0.0,0.0,4.834613849850781,2.224623551524334,8.401785524517988,71.0,-0.11474041466268202,0.0005798024447256225,0.24204061837780094,0.26383357342598085,0.3184984520123839,0.350457984866587,False,1,Arjun Kumar,39,Female,Delhi,2019-10-01,248,44,3.2,248.0,2019,10,1,1,0,High,5.605,100.355,2540,0.1774193548387097,Zone_3,12971,2.11,38.0,Business,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00556,R0175,Zone_10,2.45,19.43,53.43,Cash,2024-06-09,1,-0.9491170127628734,-1.3025262963024002,19.43,2024,6,9,6,0.0,0.0,0.0,3.9969154724461085,1.2383742310432684,4.407947368106838,19.0,-0.9493543810328751,-1.3028520500392184,-1.180192200235261,0.11265994407253621,0.0940402476780186,0.09577857427319793,False,1,Diya Patel,35,Male,Chennai,2022-08-18,98,8,3.48,98.0,2022,8,18,3,1,High,8.7825,160.18875,1488,0.08163265306122448,Zone_10,2440,1.54,35.4,Industrial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1.0
T00557,R0196,Zone_10,6.12,31.21,115.58,Cash,2023-01-05,1,-0.22240332758878656,-0.4779747703771078,31.21,2023,1,5,3,0.0,0.0,0.0,4.758577732617404,1.9629077254238845,5.586591089385369,31.0,-0.22245894927968712,-0.4780943088985159,-0.8527116958712683,0.2443225150410982,0.23606811145510836,0.1544205495818399,False,1,Vivaan Das,18,Male,Hyderabad,2019-06-24,51,9,4.93,51.0,2019,6,24,0,1,High,7.995833333333334,135.28583333333333,2639,0.17647058823529413,Zone_10,2440,1.54,35.4,Industrial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1.0
T00558,R0145,Zone_5,8.76,84.65,94.17,Wallet,2023-06-29,0,-0.47274829942430063,0.11516311203236683,84.65,2023,6,29,3,0.0,0.0,1.0,4.555664766084252,2.278292400425001,9.200543462209176,85.0,-0.4728665308377845,0.1151919136114172,0.6329044461670826,0.19896618930599103,0.3382352941176471,0.42045001991238556,False,1,Saanvi Nair,36,Female,Jaipur,2022-12-09,222,43,4.3,222.0,2022,12,9,4,0,High,11.585,163.66500000000002,1375,0.19369369369369369,Zone_5,2590,1.31,43.9,Business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1.0
T00559,R0010,Zone_1,0.65,4.04,5.95,Credit Card,2023-07-19,1,-1.5042958666979604,-1.7069384888543149,4.04,2023,7,19,2,1.0,0.0,0.0,1.9387416595767009,0.5007752879124893,2.009975124224178,4.0,-1.5046720817511594,-1.7073653835687181,-1.6080296333559612,0.012075247860350817,0.024380804953560375,0.01916567104739148,False,1,Vivaan Gupta,25,Female,Surat,2023-05-14,173,1,3.38,173.0,2023,5,14,6,0,High,9.472222222222221,133.83444444444444,1219,0.005780346820809248,Zone_1,4921,2.43,30.9,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00560,R0106,Zone_1,8.79,44.59,85.75,UPI,2023-03-08,0,-0.5712025106739517,0.12190331524156527,44.59,2023,3,8,2,0.0,1.0,0.0,4.4630304188269685,2.281361456542419,6.67757440991862,45.0,-0.5713453648741779,0.1219338025035754,-0.48075166629654636,0.18112871790526225,0.33939628482972134,0.22102747909199522,False,1,Aarav Patel,32,Other,Bengaluru,2021-11-25,6,1,4.03,6.0,2021,11,25,3,2,Medium,9.9175,109.655,1754,0.16666666666666666,Zone_1,4921,2.43,30.9,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00561,R0278,Zone_9,9.52,81.51,158.21,UPI,2023-09-18,1,0.27606496523456553,0.28591492666539736,81.51,2023,9,18,0,0.0,1.0,0.0,5.070224085507913,2.3532782073095637,9.028288874421332,82.0,0.2761340073677531,0.28598643221276154,0.5456133779410268,0.33463265824930094,0.36764705882352944,0.4048187972919156,False,1,Aarav Reddy,20,Female,Mumbai,2021-09-02,382,58,4.27,382.0,2021,9,2,3,0,High,10.838888888888889,235.41777777777781,1838,0.1518324607329843,Zone_9,11037,1.83,56.1,Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1.0
T00562,R0242,Zone_10,1.51,13.28,20.21,UPI,2024-06-13,0,-1.3375551241302615,-1.5137193301906224,13.28,2024,6,13,3,0.0,1.0,0.0,3.0544727685765913,0.9202827531436926,3.6441734316577197,13.0,-1.3378896383593577,-1.5140979019935128,-1.351160375264001,0.0422845521565969,0.0576625386996904,0.06516328156113102,False,1,Kavya Iyer,34,Male,Ahmedabad,2022-06-05,445,8,4.54,445.0,2022,6,5,6,1,High,3.7528571428571427,46.88428571428572,1562,0.017977528089887642,Zone_10,2440,1.54,35.4,Industrial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1.0
T00563,R0211,Zone_5,6.04,52.85,79.74,Credit Card,2023-05-08,0,-0.6414768348557097,-0.4959486456016374,52.85,2023,5,8,0,1.0,0.0,0.0,4.391234115424795,1.951608170169951,7.269800547470337,53.0,-0.6416372642279455,-0.4960726792776048,-0.25112611739615764,0.1683967460384713,0.23297213622291021,0.2621465551573079,False,1,Arjun Reddy,36,Female,Mumbai,2021-04-04,435,17,3.63,435.0,2021,4,4,6,0,High,6.582857142857143,92.26857142857143,1989,0.03908045977011494,Zone_5,2590,1.31,43.9,Business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1.0
T00564,R0003,Zone_5,1.15,8.5,17.88,Wallet,2023-01-26,1,-1.364799579262291,-1.5946017687010052,8.5,2023,1,26,3,0.0,0.0,1.0,2.9381031607173544,0.7654678421395714,2.9154759474226504,8.0,-1.3651409071604026,-1.5950005686994126,-1.484042956831054,0.03734852978561139,0.04373065015479876,0.04136798088410992,False,1,Kavya Reddy,34,Male,Pune,2023-05-04,45,9,3.76,45.0,2023,5,4,3,1,High,6.768000000000001,97.171,1229,0.2,Zone_5,2590,1.31,43.9,Business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1.0
T00565,R0139,Zone_9,15.88,90.14,211.49,UPI,2023-09-04,1,0.8990626345197683,1.7148380070154958,90.14,2023,9,4,0,0.0,1.0,0.0,5.358894928433641,2.826129489167811,9.494208761134336,90.0,0.8992874845006551,1.7152668773503281,0.7855248170463967,0.44750444877552753,0.6137770897832818,0.44777976901632816,False,0,Diya Gupta,44,Other,Kolkata,2023-10-09,155,7,4.39,155.0,2023,10,9,0,2,High,7.365,125.27875,1071,0.04516129032258064,Zone_9,11037,1.83,56.1,Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1.0
T00566,R0028,Zone_3,9.65,86.84,188.55,Wallet,2023-09-29,1,0.6308275269108615,0.31512247390525805,86.84,2023,9,29,4,0.0,0.0,1.0,5.244652841962344,2.365559892155434,9.318798205777396,87.0,0.6309852929573223,0.3152012840787812,0.693785796299268,0.3989068722989577,0.3726780185758514,0.43135205097570695,False,1,Reyansh Sharma,20,Female,Surat,2023-11-11,249,21,3.79,249.0,2023,11,11,5,0,High,10.61,193.56375,1038,0.08433734939759036,Zone_3,12971,2.11,38.0,Business,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00567,R0177,Zone_10,7.1,55.19,140.55,Wallet,2024-02-06,1,0.0695683653926609,-0.2577947988766211,55.19,2024,2,6,1,0.0,0.0,1.0,4.952653011557909,2.0918640616783932,7.4289972405433025,55.0,0.06958576400876201,-0.25785927175467716,-0.18607481177546648,0.29722057452758244,0.2739938080495356,0.2737953006770211,False,1,Ishaan Reddy,34,Other,Bengaluru,2023-02-15,489,63,4.48,489.0,2023,2,15,2,2,High,9.645,155.56333333333333,1307,0.12883435582822086,Zone_10,2440,1.54,35.4,Industrial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1.0
T00568,R0067,Zone_7,7.18,67.45,151.87,UPI,2023-04-01,1,0.2019319843173698,-0.23982092365209154,67.45,2023,4,1,5,0.0,1.0,0.0,5.0295878870129425,2.1016921506146558,8.212794895770866,67.0,0.20198248625246407,-0.23988090137558826,0.15474955015174513,0.32120159308533175,0.2770897832817337,0.3348267622461171,False,1,Saanvi Iyer,32,Male,Pune,2022-07-24,348,9,3.38,348.0,2022,7,24,6,1,High,8.697692307692307,141.93615384615384,1513,0.02586206896551724,Zone_7,11070,0.64,45.2,Industrial,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0.0
T00569,R0077,Zone_3,13.66,71.95,231.84,Cash,2023-09-16,0,1.1370131332050888,1.216062969534801,71.95,2023,9,16,5,0.0,0.0,0.0,5.450351522403535,2.6851226964585053,8.482334584299302,72.0,1.137297493127805,1.2163670993306115,0.2798482148069206,0.4906152021015168,0.5278637770897833,0.35722819593787336,False,0,Reyansh Das,28,Male,Mumbai,2019-09-07,406,72,3.79,406.0,2019,9,7,5,1,High,10.489999999999998,167.4157142857143,2564,0.17733990147783252,Zone_3,12971,2.11,38.0,Business,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
T00570,R0167,Zone_9,7.53,47.67,122.72,Cash,2023-08-08,0,-0.13891602731295422,-0.1611852195447747,47.67,2023,8,8,1,0.0,0.0,0.0,4.818020947816869,2.143589361503588,6.904346457123947,48.0,-0.13895076934858877,-0.16122553096707426,-0.395128580265893,0.25944835183459025,0.29063467492260064,0.2363600159299084,False,1,Kavya Nair,44,Male,Hyderabad,2022-08-25,117,5,4.75,117.0,2022,8,25,3,1,High,9.187142857142858,153.65,1481,0.042735042735042736,Zone_9,11037,1.83,56.1,Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1.0
T00571,R0167,Zone_10,9.65,81.83,191.62,Credit Card,2024-07-24,1,0.6667247274496297,0.31512247390525805,81.83,2024,7,24,2,1.0,0.0,0.0,5.260719336132718,2.365559892155434,9.045993588324059,82.0,0.6668914711629906,0.3152012840787812,0.5545092829831725,0.40541055842725193,0.3726780185758514,0.40641178813221823,False,1,Kavya Nair,44,Male,Hyderabad,2022-08-25,117,5,4.75,117.0,2022,8,25,3,1,High,9.187142857142858,153.65,1481,0.042735042735042736,Zone_10,2440,1.54,35.4,Industrial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1.0
T00572,R0086,Zone_3,15.59,152.65,354.96,Wallet,2024-04-19,0,2.5766428824992733,1.649682709326576,152.65,2024,4,19,4,0.0,0.0,1.0,5.874818364988662,2.808800104202353,12.355160864998885,153.0,2.577287284880862,1.6500952847261305,2.523284267623068,0.7514405558850945,0.6025541795665635,0.7589605734767025,False,0,Vivaan Patel,23,Male,Hyderabad,2019-11-08,337,17,4.56,337.0,2019,11,8,4,1,High,10.780000000000001,188.3033333333333,2502,0.050445103857566766,Zone_3,12971,2.11,38.0,Business,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2.0
